Legales	Psicológicas	Sociales	Expediente	N° de expediente	Digital	Presencial	Aviso	Interna	Externa	Atención a mujer víctima	Atención a familiares	Edad	Procedencia	Discapacidad	Orientación sexual	Etnia	Nacionalidad	Embarazo	Nivel académico	Violencia LCVIF	Violencia Delitos	Discriminación	Acciones positivas	Grupo de Autoayuda	Modalidad de violencia	Física	Psicológica y emocional	Económica	Patrimonial	Sexual	Simbólica	Feminicida	Intervención Inicial	Primeros auxilios psicológicos	Evaluación del Riesgo legal	Toma de denuncia legal	Solicitud de medidas	Solicitud de repación del daño	Hijos e hijas	Persona adulta mayor	Usuaria	VIF derivados a FGR	Otras derivación Realizada	Gestión de  Red de apoyo	Gestión de albergue o casas de acogida	Acompañamiento administrativo	Acompañamiento judicial	Representación Legal	Preparación de prueba	audiencia etapa judicial	audiencia etapa administrativa	Recursos	Monto efectivo en concepto de reparación	Monto efectivo en concepto de cuota alimenticia	Judicialización de certificación a FGR	Informes	Reportes	Monitoreo de Medidas legal	Presenciales	Virtuales	Otras diligencias	Intervención Inicial.1	Atención en Crisis	Primeros auxilios psicológicos.1	Evaluación de Riesgo psico	Plan de seguridad psico	Toma de denuncia psico	Solicitud de medidas.1	Solicitud de repación del daño.1	Hijos e hijas.1	Persona adulta mayor.1	Usuaria.1	Derivación Realizada	Gestión de Red de apoyo	Gestión de  albergue o casa de acogida	Acompañamiento administrativo.1	Acompañamiento judicial.1	Presenciales.1	Virtuales.1	Evaluación de Ingreso a GAA	Informe Psicológico	Reporte Psicológico	Monitoreo de Medidas psico	Evaluación de Egreso de GAA	Presencial.1	Virtual	Otras diligencias.1	Intervención Inicial.2	Primeros auxilios psicológicos.2	Evaluación del riesgo social	Plan de Seguridad social	Toma de Denuncia social	Solicitud de medidas.2	Solicitud de repación del daño.2	Hijos e hijas.2	Persona adulta mayor.2	Usuaria.2	Derivación Realizada.1	Gestión de Redes de Apoyo	Gestión de albergue o casas de acogida.1	Acompañamiento administrativo.2	Acompañamiento judicial.2	Investigaciones	Entrevistas realizadas	Visitas realizadas	Evaluación de Ingreso a GAA.1	Informes de Trabajo Social	Reporte de Trabajo Social	Monitoreo de medidas social	Evaluación de Egreso de GAA.1	Presencial.2	Virtuales.2	Otras diligencias.2	Sexo	Edad.1	Adminsitrativo	Judicial	Expedientes finalizados	mes	pad
			Nuevo	53-UIAEM18-2025		1.0						32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True					1.0			1.0	Protección																						1.0		1.0	1.0	1.0		1.0	1.0	1.0	Protección																	1.0																													Hombre	9.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	54-UIAEM18 2025		1.0						40.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar		True	True	True	True																																1.0																								1.0																												Mujer	13.0				enero	san salvador
			Nuevo																																																																																																															Hombre	10.0				enero	san salvador
			Nuevo	55-UIAEM18-2025		1.0			1.0			40.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria				1.0		Familiar	True	True	True		True																	1.0												1.0	1.0																																																											enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	56-UIAEM18-2025		1.0						30.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True						1.0	1.0	1.0	1.0	Protección	Pecuniaria										1.0	1.0	1.0								1.0	1.0		1.0	1.0					1.0	Protección																	1.0																													Hombre	6.0				enero	san salvador
																																																																																																																		Hombre	4.0				enero	san salvador
			Nuevo	57 UIAEM18 2025	1.0	1.0						22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria				1.0		Familiar		True									1.0	Protección																								2.0																																																										enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	58-UIAEM18 2025		1.0						53.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar		True	True															1.0				1.0												1.0		1.0	1.0																							1.0																													Hombre	34.0				enero	san salvador
			Nuevo																																																																																																															Hombre	27.0				enero	san salvador
			Nuevo	59-UIAEM18-2025		1.0						50.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar		True						1.0																										1.0		1.0																																																										enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	60-2025		1.0						50.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar		True										Protección										1.0												1.0		1.0																																																								Favorable		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	61-UIAEM-18-2025		1.0						48.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True						1.0			1.0	Protección											1.0														1.0	1.0		1.0	1.0	1.0	Protección																	1.0																																		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	62-UIAEM18 2025		1.0						53.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria		1.0				Familiar		True	True														1.0																		1.0	1.0	1.0																							1.0																													Hombre	34.0				enero	san salvador
			Nuevo																																																																																																															Hombre	27.0				enero	san salvador
			Nuevo	63 UIAEM 18-2025		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria		1.0				Comunitaria		True																																																																																												enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	64 UIAEM 18-2025		1.0						23.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Comunitaria		True																																																																																												enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	65-UIAEM18-2025		1.0						42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria		1.0				Laboral		True			True						1.0	Protección																								2.0	1.0																							1.0																													Mujer	11.0				enero	san salvador
																																																																																																																		Hombre	6.0				enero	san salvador
			Nuevo	66-UIAEM-18-2025		1.0						52.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True						1.0		1.0	1.0	Protección										1.0		1.0	1.0									1.0		1.0	1.0	1.0				1.0	Protección																	1.0																																		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	67-UIAEM18-2025		1.0						34.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True						1.0			1.0	Protección										1.0												1.0		1.0	1.0					1.0	Protección																	1.0																													Hombre	14.0		Favorable		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	68-2025		1.0						23.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True			True			1.0			1.0	Protección											1.0		1.0									1.0		1.0																																																					Hombre	4.0		Favorable		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	69 UIAEM18 2025		1.0			1.0			50.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True				1.0			1.0	Protección											1.0																																																																							enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	70-UIAEM18-2025		1.0						70.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria		1.0				Comunitaria		True									1.0	Protección																							1.0																																																						Mujer	18.0				enero	san salvador
			Nuevo																																																																																																															Hombre	6.0				enero	san salvador
			Nuevo	71-UIAEM18-2025		1.0						35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True		True						1.0	Protección																									1.0					1.0	Protección																	1.0																													Mujer	65.0				enero	san salvador
																																																																																																																		Mujer	11.0				enero	san salvador
			Nuevo	72 UIAEM18 2025	1.0	1.0						30.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True									1.0	Protección																								2.0																																																										enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	73-UIAEM-18-2025		1.0			1.0			24.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar	True	True	True	True				1.0	1.0	1.0				1.0									1.0	1.0	1.0				$160.00				1.0	1.0		1.0																																																					Hombre	3.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	74-UIAEM18-2025		1.0						24.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria				1.0		Familiar		True						1.0														1.0												1.0		2.0																																																					Hombre	3.0	Desfavorable			enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	75-UIAEM-18-2025		1.0						39.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar		True	True																			1.0												1.0		1.0	1.0	1.0										1.0												1.0		1.0																													Favorable			enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	76-UIAEM-18-2025		1.0						27.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True	True				1.0			1.0	Protección											1.0														1.0	1.0		1.0	1.0							1.0												1.0		1.0																																enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	77-UIAEM-18-2025	1.0							39.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar		True																																	1.0																										1.0																												Hombre	16.0				enero	san salvador
			Nuevo																																																																																																															Hombre	12.0				enero	san salvador
