Fecha de Atención	DISTRITO	PROCEDENCIA	SERVICIOS BRINDADOS	Derivaciones	Casos antiguos	Casos nuevos	Naturaleza/tipologia	Sexo	Edad	Orientación sexual	Discapacidad	Etnia	Nacionalidad	Estado familiar	Nivel educativo	Sexo.1	Edad.1	Orientación sexual.1	Persona con discapacidad	Etnia.1	Nacionalidad.1	Estado familiar.1	Nivel educativo.1	Sexo.2	Edad.2	Orientación sexual.2	Discapacidad.1	PROGRAMACIÓN DE MEDIACIONES	Mediación instalada	Sesiones realizadas por casos mediados	Con acuerdo	Sin acuerdo	Mediaciones suspendidas	Finalización por desición técnica del mediador/a	Convocatoria realizada	Motivos de no realización de la mediación	Desistimiento del solicitante	Instalación de mediación	Seguimiento	Reapertura	Con acuerdo.1	Sin acuerdo.1	Supendidas por	Motivos de no realización de la mediación.1	MONTOS ACORDADOS	EXPEDIENTES FINALIZADOS	mes	pad
3/2/2025	cuscatancingo	S/P	Ingresos a Mediación			281-umyc18-25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	32	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	89.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	san salvador
3/2/2025	San Salvador	S/P	Ingresos a Mediación			282-umyc18-25	Patrimonial-->Otros	Mujer	70	Heterosexual	Visual	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
3/2/2025	San Salvador	Otros	Ingresos a Mediación			283-umyc18-25	Patrimonial-->Redes sociales (Ventas)	Mujer	66	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
3/2/2025	Santa tecla	S/P	Ingresos a Mediación			284/umyc18/25	Patrimonial-->Deuda	Hombre	52	Heterosexual	Visual	No se identifica	Salvadoreña	CASADO/A	N/E													1° Convocatoria																			febrero	san salvador
3/2/2025	Mejicanos	S/P	Ingresos a Mediación			285/umyc18/25	Convivencia-->Vecinal	Mujer	59	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	58.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO								DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	febrero	san salvador
3/2/2025	Cuscatlan	S/P	Ingresos a Mediación			286/umyc18/25	Patrimonial-->Deuda	Hombre	56	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
3/2/2025	Sonsonate	S/P	Ingresos a Mediación			287/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	39	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO	Hombre	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	san salvador
3/2/2025	Mejicanos	S/P	Ingresos a Mediación			288/umyc18/25	Patrimonial-->Deuda	Hombre	61	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
3/2/2025	Tonacatepeque	S/P	Ingresos a Mediación			289/umyc18/25	Patrimonial-->Redes sociales (Publicaciones)	Hombre	26	Heterosexual	Visual	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
3/2/2025	Ahuachapan	S/P	Ingresos a Mediación			290/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																				1° Convocatoria	DECISIÓN TÉCNICA DEL MEDIADOR/A										ARCHIVO DEFINITIVO	febrero	san salvador
3/2/2025	San miguel	S/P	Ingresos a Mediación			291/umyc18/25	Patrimonial-->Deuda	Hombre	48	Heterosexual	Visual	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
3/2/2025	mejicanos	S/P	Ingresos a Mediación			292/umyc18/25	Familiar-->Relación y comunicación del grupo familiar	Hombre	59	Heterosexual	Visual	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
3/2/2025	San Salvador	S/P	Ingresos a Mediación			293/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	31	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
3/2/2025	Santa tecla	S/P	Ingresos a Mediación			294/umyc18/25	Patrimonial-->Deuda	Hombre	42	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$1,350.00	ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	Apopa	S/P	Ingresos a Mediación			295/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	47	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
4/2/2025	Apopa	S/P	Ingresos a Mediación			296/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	47	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
4/2/2025	San Salvador	S/P	Ingresos a Mediación			297/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	43	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	San Salvador	S/P	Ingresos a Mediación			298/umyc18/25	Niñez y adolescencia-->Cuidado personal	Mujer	35	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	52.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	10.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	San Salvador	S/P	Ingresos a Mediación			299/umyc18/25	Familiar-->Relación de pareja	Mujer	40	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	San antonio masahuat	S/P	Ingresos a Mediación			300/umyc18/25	Patrimonial-->Deuda	Hombre	76	No desea responder	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
4/2/2025	Mejicanos	S/P	Ingresos a Mediación			301/umyc18/25	Patrimonial-->Arrendamiento (inquilinato)	Hombre	50	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
4/2/2025	Soyapango	S/P	Ingresos a Mediación			302/umyc18/25	Patrimonial-->Arrendamiento (inquilinato)	Mujer	63	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	Santo tomas	S/P	Ingresos a Mediación			303/umyc18/25	Niñez y adolescencia-->Cuidado personal	Mujer	44	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	48.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN			CASO FORTUITO													ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	San salvador	S/P	Ingresos a Mediación			304/umyc18/25	Comunitario-->Recursos colectivos de la comunidad	Hombre	62	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
4/2/2025	Mejicanos	S/P	Ingresos a Mediación			305/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	29	No desea responder	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
4/2/2025	Soyapango	S/P	Ingresos a Mediación			306/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	46	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
4/2/2025	Lourdes colon	S/P	Ingresos a Mediación			307/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
4/2/2025	Lourdes colon	S/P	Ingresos a Mediación			308/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	San salvador	S/P	Ingresos a Mediación			309/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	31	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
4/2/2025	Ciudad delgado	S/P	Ingresos a Mediación			310/umyc18/25	Patrimonial-->Otros	Mujer	49	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E	Mujer	52.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	san salvador
4/2/2025	San salvador	S/P	Ingresos a Mediación			311/umyc18/25	Patrimonial-->Diferencias en trámites de aceptación de herencia	Mujer	64	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
4/2/2025	Antiguo cuscatlan	S/P	Ingresos a Mediación			312/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	37	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
5/2/2025	San salvador	S/P	Ingresos a Mediación			313/umyc18/25	Patrimonial-->Arrendamiento (inquilinato)	Mujer	30	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
5/2/2025	Guazapa	S/P	Ingresos a Mediación			314/umyc18/25	Niñez y adolescencia-->Cuidado personal	Hombre	64	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	Mejicanos	Otros	Ingresos a Mediación			315/UMYC18/25	Patrimonial-->Linderos	Mujer	42	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
5/2/2025	Mejicanos	S/P	Ingresos a Mediación			316/umyc18/25	Familiar-->Relación y comunicación del grupo familiar	Mujer	42	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
5/2/2025	San pedro puxtla	S/P	Ingresos a Mediación			317/umyc18/25	Patrimonial-->Deuda	Hombre	58	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
5/2/2025	San salvador	S/P	Ingresos a Mediación			318/umyc18/25	Patrimonial-->Deuda	Mujer	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	51.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$15,000.00	ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	San Salvador	S/P	Ingresos a Mediación			319/umyc18/25	Patrimonial-->Deuda	Hombre	45	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
5/2/2025	Soyapango	S/P	Ingresos a Mediación			320/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	28	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	28.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	Antiguo cuscatlan	S/P	Ingresos a Mediación			321/umyc18/25	Niñez y adolescencia-->Autorización de Salida del país	Mujer	33	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
5/2/2025	Mejicanos	S/P	Ingresos a Mediación			322/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	55.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$77.08	ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	San Juan Opico	S/P	Ingresos a Mediación			323/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	36	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
5/2/2025	Ciudad delgado	S/P	Ingresos a Mediación			324/umyc18/25	Patrimonial-->Arrendamiento (inquilinato)	Mujer	41	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
5/2/2025	San Salvador	S/P	Ingresos a Mediación			325/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
5/2/2025	Olocuilta	S/P	Ingresos a Mediación			326/umyc18/25	Patrimonial-->Deuda	Mujer	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	TÉCNICO													1° Convocatoria																			febrero	san salvador
5/2/2025	Santiago Nonualco	S/P	Ingresos a Mediación			327/umyc18/25	Patrimonial-->Deuda	Mujer	26	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria	IMPOSIBILIDAD DE ENTREGA DE CONVOCATORIA										ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	San Salvador	S/P	Ingresos a Mediación			328/umyc18/25	Niñez y adolescencia-->Cuidado personal	Hombre	27	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	23.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	San Salvador	S/P	Ingresos a Mediación			329/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	35	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	50.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	Mejicanos	S/P	Ingresos a Mediación			330/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	34	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	34.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO								DEFINITIVO				2° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	febrero	san salvador
5/2/2025	Zaragoza	S/P	Ingresos a Mediación			331/umyc18/25	Patrimonial-->Arrendamiento (inquilinato)	Mujer	50	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
5/2/2025	Cuscatancingo	S/P	Ingresos a Mediación			332/umyc18/25	Niñez y adolescencia-->Cuidado personal	Mujer	25	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
6/2/2025	Mejicanos	S/P	Ingresos a Mediación			333/umyc18/25	Patrimonial-->Otros	Mujer	77	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
6/2/2025	Cojutepeque	S/P	Ingresos a Mediación			334/umyc18/25	Niñez y adolescencia-->Autorización de Salida del país	Mujer	26	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
6/2/2025	Mejicanos	S/P	Ingresos a Mediación			335/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	32	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
6/2/2025	Ciudad delgado	S/P	Ingresos a Mediación			336/umyc18/25	Patrimonial-->Deuda	Hombre	35	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$200.00	ARCHIVO DEFINITIVO	febrero	san salvador
6/2/2025	Cuscatancingo	S/P	Ingresos a Mediación			337/umyc18/25	Patrimonial-->Otros	Hombre	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
6/2/2025	San Salvador	S/P	Ingresos a Mediación			338/umyc18/25	Patrimonial-->Redes sociales (Publicaciones)	Mujer	36	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
6/2/2025	Soyapango	S/P	Ingresos a Mediación			339/umyc18/25	Niñez y adolescencia-->Autorización de Visado	Mujer	23	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria	CONVOCADO/A NO DESEA PARTICIPAR										ARCHIVO DEFINITIVO	febrero	san salvador
6/2/2025	Soyapango	S/P	Ingresos a Mediación			340/umyc18/25	Patrimonial-->Arrendamiento (inquilinato)	Mujer	50	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	50.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	san salvador
6/2/2025	San Salvador	S/P	Ingresos a Mediación			341/umyc18/25	Patrimonial-->Otros	Mujer	61	Heterosexual	Ninguna	No se identifica	Salvadoreña	VIUDO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
6/2/2025	San Salvador	S/P	Ingresos a Mediación			342/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	56	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
6/2/2025	Panchimalco	F.G.R.	Reapertura de Mediación			258-umyc18-2021	Niñez y adolescencia-->Otros	Mujer	60	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
6/2/2025	Cuscatancingo	S/P	Ingresos a Mediación			343/umyc18/25	Patrimonial-->Arrendamiento (inquilinato)	Mujer	50	Heterosexual	Visual	No se identifica	Salvadoreña	VIUDO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
7/2/2025	Concepcion el carmen	S/P	Ingresos a Mediación			344/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	50	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
7/2/2025	San salvador	S/P	Ingresos a Mediación			345/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	35	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
7/2/2025	Ciudad delgado	S/P	Ingresos a Mediación			346/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
7/2/2025	Mejicanos	S/P	Ingresos a Mediación			347/umyc18/25	Niñez y adolescencia-->Autorización de Salida del país	Mujer	28	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
7/2/2025	San salvador	S/P	Ingresos a Mediación			348/umyc18/25	Patrimonial-->Deuda	Mujer	47	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
7/2/2025	San salvador	S/P	Ingresos a Mediación			349/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	89	Heterosexual	Ninguna	No se identifica	Extranjera	VIUDO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
7/2/2025	Mejicanos	S/P	Ingresos a Mediación			350/umyc18/25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	27	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
7/2/2025	San salvador	S/P	Ingresos a Mediación			351/umyc18/25	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	72	Heterosexual	Física	No se identifica	Salvadoreña	CASADO/A	N/E													1° Convocatoria																			febrero	san salvador
10/2/2025	Cojutepeque	S/P	Ingresos a Mediación			352/umyc18/25	Patrimonial-->Deuda	Mujer	56	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			febrero	san salvador
10/2/2025	Soyapango	S/P	Reapertura de Mediación			2117/umyc18/22	Niñez y adolescencia-->Cuidado personal	Mujer	48	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			febrero	san salvador
10/2/2025	San pedro perulapan	S/P	Ingresos a Mediación			353/umyc18/25	Patrimonial-->Deuda	Mujer	41	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			febrero	san salvador
